-7.651496,2.2612882,0
-7.16611,2.3812897,1
-5.62494,-3.5878196,2
-6.0599833,-3.8342686,3
-5.1898966,-3.3413706,4
-6.0406756,-2.48665,5
-5.7353325,-2.0907137,6
-6.346019,-2.8825862,7
-5.6001434,-0.010832906,8
-5.1083813,-0.10122171,9
-6.0919056,0.079555854,10
-6.227584,2.0666971,11
-6.698032,1.89735,12
-5.757136,2.2360444,13
-6.274605,3.9797206,14
-6.5028296,3.534846,15
-6.04638,4.4245954,16
-5.023848,-5.2486706,17
-5.5109315,-5.361586,18
-4.6084003,-4.9595404,19
-3.546278,-4.254549,20
-3.0474036,-4.2880797,21
-4.045152,-4.2210183,22
-4.093856,-1.8917347,23
-3.6895278,-2.1858754,24
-4.4981837,-1.5975939,25
-4.2852416,0.3525473,26
-4.4349647,-0.124509394,27
-4.1355186,0.82960397,28
-3.9415267,2.4838057,29
-4.328275,2.1669056,30
-3.9529757,2.6584105,31
-3.7691774,4.0601606,32
-4.1090565,4.426879,33
-3.6213813,3.9160213,34
-4.3317165,6.06051,35
-3.832357,6.0858097,36
-4.831076,6.0352106,37
-1.8116064,-6.0216894,38
-2.1526086,-5.6560154,39
-1.4706042,-6.3873634,40
-2.8327134,-3.352476,41
-3.1224957,-2.9450128,42
-2.935536,-3.6988623,43
-2.282633,-2.3762481,44
-2.2154834,-2.7040424,45
-2.5934565,-2.025029,46
-2.1116707,2.494068,47
-2.4371362,1.9799881,48
-1.7273659,2.7759042,49
-2.19482,3.9762938,50
-2.284454,4.468194,51
-1.872654,3.6178582,52
-2.173686,6.3982286,53
-1.6863015,6.286621,54
-2.6610706,6.509836,55
-1.5906103,7.580631,56
-1.2419715,7.22223,57
-0.29774547,-5.6389823,58
0.17302659,-5.4705377,59
-0.7685176,-5.807427,60
-0.080058575,-4.3658156,61
-0.4733491,-4.6477284,62
0.34732002,-4.106302,63
8.5544586E-4,4.044221,64
-0.20088847,3.5867283,65
0.20259929,4.5017133,66
-0.7751992,6.0999875,67
-1.2703357,6.030418,68
-0.7386439,5.990454,69
1.5042028,-5.6300364,70
1.2346015,-5.208948,71
1.7738042,-6.0511246,72
1.831526,-3.983355,73
1.7726052,-3.4868388,74
1.890447,-4.4798713,75
2.6171288,2.025573,76
2.4411917,2.2305949,77
3.1090634,2.1150184,78
2.010731,4.1207232,79
1.866323,4.5994153,80
2.155139,3.642031,81
2.3562872,5.788875,82
2.2668417,5.296941,83
2.6915946,6.0652943,84
3.0295577,-6.4741926,85
2.6358569,-6.7824125,86
3.0271864,-6.4711237,87
4.4953685,-3.6464944,88
4.785307,-3.2391424,89
4.20543,-4.0538464,90
4.4583035,-1.4310591,91
4.63808,-1.881589,92
4.535839,-0.93710744,93
3.7877235,-0.33928668,94
3.626701,-0.8126489,95
3.948746,0.13407552,96
3.9200623,1.839003,97
3.8315601,1.346898,98
4.0085645,2.331108,99
4.1616445,4.375933,100
3.6654282,4.437329,101
4.6578608,4.3145375,102
3.5654027,6.1393175,103
3.101865,6.326755,104
4.02894,5.9518795,105
6.2116814,-3.5442624,106
6.3039556,-3.0528507,107
6.1194077,-4.035674,108
5.808969,-1.7073826,109
5.465729,-2.0709572,110
6.152209,-1.3438079,111
5.6549196,-0.1759702,112
6.0775514,-0.4431451,113
5.232288,0.0912047,114
6.307226,1.7921773,115
6.1047807,1.3349948,116
6.5096717,2.2493598,117
6.3219957,4.481133,118
6.621076,4.080445,119
6.0229154,4.881821,120
